transaction_id,account_id,transaction_type,amount,transaction_date
1317,239,Debit,222.67,2018-06-22 16:50:07
1318,355,Credit,770.82,2018-08-30 11:24:27
1319,125,Credit,1120.51,2019-04-11 20:10:02
1320,22,Credit,21324.31,2018-09-24 07:32:19
1321,429,Debit,3092.29,2019-03-12 19:18:18
1322,14,Debit,4074.77,2018-08-30 12:51:41
1323,701,Credit,4783.14,2018-10-23 21:26:34
1324,614,Credit,1897.56,2018-08-02 19:56:00
1325,326,Credit,830.4,2019-04-02 23:25:00
1326,381,Credit,4766.09,2018-08-03 19:00:56
1327,2,Debit,16916.49,2019-03-24 07:27:36
1328,567,Credit,2609.46,2018-11-18 20:44:54
1329,521,Credit,280503.16,2018-11-26 08:57:17
1330,90,Credit,22717.6,2018-08-29 21:31:54
1331,387,Debit,2169.87,2019-04-27 18:09:22
1332,496,Credit,14685.72,2018-09-29 01:15:52
1333,13,Debit,3333.92,2019-04-20 01:06:54
1334,33,Debit,490129.16,2019-05-01 05:43:15
1335,427,Credit,11259.44,2019-01-16 18:11:36
1336,271,Credit,1645.14,2018-09-25 13:55:08
1337,26,Debit,2796.14,2019-03-01 04:27:55
1338,602,Debit,36933.29,2019-03-01 18:54:24
1339,201,Debit,2519.36,2018-08-21 20:21:24
1340,339,Credit,21782.15,2018-08-12 17:02:44
1341,8,Debit,4042.74,2019-02-12 14:35:13
1342,613,Debit,107.88,2018-09-29 04:39:36
1343,189,Debit,1451.65,2019-03-09 03:09:05
1344,687,Credit,3473.17,2019-01-28 12:02:06
1345,615,Credit,2730.52,2018-09-26 17:33:53
1346,60,Debit,418527.76,2018-07-12 07:59:05
1347,710,Credit,3837.88,2019-03-12 19:37:27
1348,678,Credit,189.42,2019-02-14 05:21:56
1349,433,Credit,3571.49,2019-04-29 07:09:29
1350,96,Credit,45696.32,2018-08-08 22:29:58
1351,205,Debit,280034.21,2018-05-29 15:33:26
1352,159,Credit,1747.02,2019-05-06 06:02:41
1353,385,Credit,10925.68,2018-05-22 01:52:31
1354,425,Debit,183676.18,2018-07-09 04:14:06
1355,274,Credit,3668.72,2019-04-28 12:31:06
1356,171,Credit,2049.69,2018-12-02 15:41:52
1357,141,Debit,3730.56,2018-12-29 05:48:20
1358,685,Credit,44935.77,2018-12-02 04:31:45
1359,265,Credit,2489.77,2018-12-27 07:30:50
1360,507,Debit,45445.47,2018-08-08 19:06:11
1361,529,Credit,9892.24,2018-08-16 11:42:19
1362,426,Debit,10241.29,2018-09-24 23:36:33
1363,662,Debit,363.73,2018-09-26 07:07:23
1364,723,Credit,3780.55,2018-10-23 14:28:18
1365,383,Credit,41696.17,2019-01-05 09:50:46
1366,453,Credit,7598.97,2019-01-13 10:19:44
1367,457,Credit,7714.88,2018-09-07 10:12:08
1368,490,Credit,22055.96,2019-03-05 08:10:59
1369,89,Credit,860.94,2019-04-24 09:50:50
1370,3,Credit,79188.13,2019-01-28 14:47:54
1371,135,Credit,54166.55,2018-09-01 05:55:22
1372,607,Credit,23713.91,2018-07-10 11:09:51
1373,611,Debit,157911.71,2018-06-14 21:42:26
1374,576,Credit,31952.64,2019-04-10 10:34:39
1375,664,Credit,18675.13,2019-04-13 18:16:40
1376,414,Credit,90177.53,2019-02-08 15:37:48
1377,690,Debit,2570.4,2018-07-06 02:07:24
1378,586,Credit,796.56,2019-05-09 23:29:25
1379,320,Credit,229452.54,2018-09-14 14:07:58
1380,214,Debit,87604.14,2019-05-07 09:54:21
1381,501,Credit,31989.5,2019-01-25 11:48:36
1382,104,Debit,22130.58,2018-08-26 18:37:28
1383,42,Debit,7524.31,2018-06-18 06:57:17
1384,154,Credit,5443.98,2018-12-23 11:40:57
1385,144,Credit,69952.9,2019-04-05 16:49:50
1386,326,Debit,1405.88,2019-02-09 19:09:04
1387,32,Credit,48644.82,2019-05-20 10:53:03
1388,7,Credit,4811.55,2019-04-24 23:26:23
1389,682,Credit,1631.86,2019-01-17 02:31:18
1390,327,Debit,70395.86,2018-08-10 05:12:04
1391,134,Debit,5957.61,2019-02-22 06:17:48
1392,662,Debit,7495.99,2019-02-25 10:19:39
1393,649,Debit,24204.2,2019-04-21 00:57:11
1394,610,Credit,13753.08,2019-01-10 12:53:30
1395,675,Credit,10058.9,2018-12-19 02:38:56
1396,508,Credit,10884.89,2018-07-18 21:28:57
1397,30,Debit,19611.25,2019-01-05 04:19:33
1398,567,Debit,18152.52,2019-05-28 20:02:52
1399,424,Credit,24864.78,2019-03-05 12:07:50
1400,91,Credit,38679.41,2018-11-24 03:14:52
1401,488,Credit,362318.42,2018-12-13 14:13:04
1402,290,Debit,2865.64,2018-09-22 04:29:26
1403,278,Credit,24151.43,2019-02-20 15:08:02
1404,358,Credit,9170.41,2019-01-07 23:56:17
1405,93,Debit,61632.89,2019-05-30 15:53:22
1406,152,Debit,10243.03,2019-01-18 10:56:10
1407,478,Credit,4866.22,2018-10-22 10:57:11
1408,248,Credit,355029.33,2019-03-03 23:00:28
1409,97,Credit,984.54,2018-11-27 17:22:49
1410,523,Credit,962.67,2018-07-01 10:47:35
1411,93,Credit,207635.17,2019-03-11 20:11:16
1412,736,Credit,99605.08,2018-09-04 00:41:23
1413,681,Credit,1206.98,2019-04-22 10:01:39
1414,655,Credit,24064.87,2018-11-24 02:16:07
1415,743,Credit,9158.14,2018-09-02 15:21:13
1416,565,Credit,16659.35,2019-03-13 21:06:36
1417,87,Credit,13332,2019-07-01 03:13:50
1418,201,Credit,1058.46,2018-08-23 02:55:53
1419,649,Credit,19137.55,2019-01-29 23:45:17
1420,582,Credit,4746.01,2018-07-24 08:09:19
1421,36,Credit,21296.32,2018-10-10 08:48:54
1422,552,Debit,62313.69,2018-12-12 11:05:01
1423,170,Debit,3653.16,2019-06-30 16:34:12
1424,600,Credit,662.91,2018-11-09 16:05:06
1425,531,Credit,21754.76,2019-01-19 18:49:05
1426,492,Credit,4494.4,2018-12-14 15:07:52
1427,315,Debit,3827.37,2019-07-07 06:01:58
1428,304,Credit,4403.14,2019-01-07 04:13:29
1429,308,Debit,16461.58,2018-07-13 20:05:02
1430,115,Debit,3417.24,2018-11-29 09:49:55
1431,616,Debit,1577.38,2018-09-06 01:11:09
1432,160,Credit,7274.64,2019-06-02 11:33:38
1433,106,Credit,4520.33,2019-06-15 01:52:42
1434,396,Debit,20556.4,2019-05-10 03:09:44
1435,281,Credit,11565.77,2018-11-11 19:48:01
1436,718,Debit,64794.22,2019-02-15 22:39:24
1437,381,Credit,1725.67,2018-12-17 01:36:32
1438,466,Debit,149.41,2019-02-05 19:56:08
1439,143,Debit,4187.73,2019-02-12 22:08:59
1440,567,Credit,18458.4,2018-10-22 17:25:25
1441,154,Debit,416.38,2019-07-08 17:43:56
1442,277,Debit,2544.56,2019-01-29 02:17:44
1443,657,Debit,252875.89,2019-01-24 05:43:37
1444,326,Debit,17599.57,2018-09-12 06:20:40
1445,542,Credit,14556.15,2019-03-02 07:32:04
1446,299,Debit,4591.04,2018-08-27 05:45:05
1447,125,Debit,97972.07,2018-09-08 16:38:11
1448,73,Debit,48116.58,2019-06-15 11:42:46
1449,100,Debit,24916.23,2018-08-09 17:17:15
1450,317,Debit,24853.92,2019-07-01 20:17:45
1451,686,Credit,23429.08,2018-09-01 08:41:12
1452,74,Credit,794.47,2019-03-20 01:37:54
1453,74,Debit,3632.11,2019-06-14 22:05:46
1454,466,Debit,13483.83,2019-03-09 17:47:29
1455,644,Credit,20859.54,2019-02-15 12:37:14
1456,247,Debit,1624.99,2018-11-25 00:36:02
1457,221,Debit,23096.34,2019-05-13 04:04:44
1458,686,Credit,455.32,2019-04-30 12:35:46
1459,118,Debit,19756.3,2018-08-06 14:09:17
1460,680,Credit,18384.05,2018-11-18 04:40:32
1461,181,Credit,4580.95,2019-04-06 14:11:35
1462,411,Credit,937.62,2018-09-06 10:20:23
1463,24,Debit,4505.07,2019-06-29 08:20:43
1464,525,Credit,49941.97,2018-12-06 16:41:37
1465,382,Debit,7785.87,2019-03-12 11:22:32
1466,227,Credit,1081.78,2019-04-22 05:42:00
1467,208,Debit,1410.65,2019-07-18 10:22:09
1468,462,Credit,580.06,2018-08-14 04:18:24
1469,159,Debit,3251.54,2018-08-21 07:02:59
1470,223,Credit,4999.16,2019-07-11 14:55:29
1471,505,Credit,9006.13,2018-09-01 04:27:58
1472,408,Credit,2276.25,2018-12-22 15:17:42
1473,358,Credit,26483.17,2018-10-26 12:50:11
1474,209,Credit,23300.7,2019-08-02 06:38:47
1475,646,Credit,11036.23,2019-07-13 09:05:35
1476,194,Credit,27524.77,2018-12-17 17:12:46
1477,432,Credit,87299.26,2019-03-24 04:47:22
1478,520,Credit,20950.87,2018-12-17 20:22:41
1479,698,Credit,2359.95,2019-02-09 00:04:21
1480,363,Debit,35728.63,2019-05-24 16:13:28
1481,32,Credit,1866.52,2019-07-22 12:20:16
1482,231,Credit,19647.25,2019-01-28 23:38:29
1483,222,Credit,161.18,2019-06-19 19:52:39
1484,84,Credit,7912.07,2018-11-15 09:13:59
1485,276,Debit,14299.24,2019-02-15 14:02:49
1486,36,Debit,2301.03,2019-01-11 14:50:35
1487,34,Credit,8799.41,2019-01-29 04:47:36
1488,451,Debit,22189.58,2019-02-10 23:33:57
1489,277,Credit,580.71,2019-02-21 21:58:52
1490,330,Credit,102491.82,2019-04-04 16:45:11
1491,119,Credit,23559.28,2018-10-27 05:15:07
1492,481,Credit,1687.04,2019-02-09 23:36:18
1493,122,Credit,4967.27,2018-09-20 22:51:08
1494,649,Debit,57503.53,2019-06-24 14:33:47
1495,71,Credit,16844.5,2019-05-09 13:54:02
1496,589,Debit,653.9,2019-05-31 14:43:15
1497,256,Credit,3602.07,2019-04-06 12:05:08
1498,510,Credit,3573.61,2018-11-10 17:42:27
1499,724,Debit,5310.42,2019-01-12 05:30:47
1500,389,Credit,1373.57,2019-07-30 21:44:51
1501,593,Debit,3708.05,2018-12-28 18:20:58
1502,387,Debit,3609.31,2018-11-24 08:56:21
1503,40,Debit,38879.73,2019-05-02 15:23:39
1504,238,Credit,1989.24,2019-05-05 18:02:08
1505,318,Credit,24778.16,2018-09-16 23:05:46
1506,278,Debit,23096.07,2019-01-02 01:33:43
1507,169,Credit,7837.65,2019-02-17 06:47:53
1508,330,Debit,24465.61,2019-07-22 07:42:12
1509,705,Credit,22752.17,2018-10-04 01:41:18
1510,447,Credit,667.55,2019-01-04 06:08:06
1511,351,Credit,4525.43,2019-07-28 21:23:57
1512,318,Credit,13733.33,2019-03-15 11:34:06
1513,746,Credit,164798.59,2019-07-22 22:45:23
1514,261,Credit,11024.16,2018-10-03 22:40:38
1515,666,Credit,17249.93,2019-09-05 02:10:55
1516,730,Credit,79172.27,2019-03-08 03:50:35
1517,630,Debit,2490.94,2019-06-24 21:51:46
1518,54,Debit,1107.88,2018-10-07 22:27:57
1519,169,Credit,34701.55,2019-04-20 08:36:07
1520,80,Credit,1002.72,2018-11-13 18:01:56
1521,335,Credit,1656.14,2018-10-05 08:10:30
1522,636,Debit,2826.63,2018-12-03 09:15:16
1523,77,Credit,97505.9,2019-02-15 06:17:22
1524,543,Debit,9668.75,2019-01-01 04:14:14
1525,513,Credit,136569.48,2019-06-21 17:32:30
1526,397,Credit,2359.7,2019-07-08 18:03:09
1527,620,Debit,1598.42,2019-08-19 19:13:57
1528,454,Credit,1886.61,2018-09-30 00:52:08
1529,722,Credit,219628.27,2019-01-16 09:33:43
1530,610,Credit,4483.8,2019-06-18 07:36:16
1531,60,Credit,11440.94,2019-07-03 08:41:59
1532,206,Debit,51408.15,2018-11-20 20:44:31
1533,82,Debit,14536.44,2019-05-09 16:12:05
1534,479,Credit,23166.85,2019-06-12 09:27:37
1535,213,Credit,1386.23,2019-05-19 10:43:41
1536,444,Credit,2496.21,2019-06-22 14:23:31
1537,482,Debit,1450.64,2019-09-02 11:57:53
1538,531,Credit,67269.91,2018-10-27 13:57:43
1539,680,Credit,20587.62,2018-11-03 10:31:34
1540,551,Debit,3133.71,2019-06-06 14:08:26
1541,395,Credit,8485.19,2019-01-26 02:03:23
1542,2,Debit,969.53,2019-07-30 18:29:20
1543,660,Debit,1337.53,2019-09-27 13:55:44
1544,636,Credit,1213.88,2019-09-24 02:15:47
1545,186,Debit,16263.36,2019-06-24 09:32:45
1546,595,Credit,5683.59,2018-10-07 05:48:50
1547,444,Debit,2169.56,2018-10-24 22:11:26
1548,483,Credit,6009.73,2019-03-08 19:43:28
1549,273,Credit,9897.12,2019-05-31 00:11:10
1550,555,Debit,5069.04,2018-11-10 19:49:18
1551,658,Debit,2311.67,2019-02-14 10:31:45
1552,208,Credit,1408.85,2019-08-07 10:04:18
1553,289,Credit,1048.83,2019-05-31 21:12:29
1554,598,Credit,2066.06,2018-12-13 16:55:30
1555,51,Credit,77290.3,2019-02-19 05:42:21
1556,615,Credit,10556.16,2019-02-27 14:28:40
1557,631,Credit,455299.47,2019-07-20 19:21:06
1558,127,Credit,172.6,2019-01-30 09:58:00
1559,221,Credit,155.8,2019-08-30 07:02:58
1560,511,Debit,17683.55,2019-03-14 15:35:44
1561,607,Credit,2650.58,2019-06-13 08:03:40
1562,538,Credit,3331.7,2019-08-12 16:29:20
1563,283,Credit,75107.89,2019-03-12 13:17:16
1564,482,Credit,4259.8,2019-06-30 20:15:53
1565,267,Debit,632.42,2019-06-13 15:17:49
1566,6,Credit,3185.36,2019-09-14 08:50:42
1567,555,Debit,12740.3,2019-01-03 14:34:02
1568,67,Credit,8030.35,2019-08-22 00:51:50
1569,410,Credit,17768.94,2019-02-02 03:04:33
1570,340,Credit,4848.14,2018-11-02 18:25:29
1571,650,Debit,19901.78,2019-04-02 10:36:37
1572,489,Debit,3426.79,2019-08-05 04:30:24
1573,721,Credit,22939.63,2019-07-15 20:02:56
1574,681,Debit,22402.15,2019-01-06 14:17:48
1575,459,Credit,3193.36,2019-06-09 04:09:59
1576,451,Debit,3351.85,2019-03-01 20:02:57
1577,81,Credit,1288.94,2019-03-03 13:50:18
1578,324,Debit,11654.81,2019-02-21 08:06:03
1579,592,Credit,59156.11,2019-08-22 21:19:47
1580,138,Debit,14053.98,2019-06-22 22:39:50
1581,120,Debit,2425.56,2019-02-06 20:00:15
1582,357,Debit,5685.99,2019-02-01 05:04:36
1583,113,Credit,5741.34,2019-02-12 17:39:52
1584,198,Debit,1969.43,2019-05-14 23:28:58
1585,148,Credit,12766.05,2019-08-24 14:57:52
1586,688,Credit,1938.02,2019-05-07 19:20:27
1587,573,Credit,4281.95,2019-05-13 07:16:58
1588,491,Credit,3852.13,2019-09-19 01:10:30
1589,277,Debit,4382.98,2019-03-23 10:26:37
1590,486,Credit,32463.13,2018-11-29 17:22:09
1591,206,Credit,4135.25,2019-09-19 05:44:06
1592,385,Credit,75554.95,2019-07-16 06:40:48
1593,322,Credit,23208.95,2019-09-18 03:56:52
1594,520,Credit,6188.36,2019-02-02 09:29:00
1595,491,Debit,406.02,2019-10-05 16:52:20
1596,370,Debit,2029.75,2019-08-19 13:34:40
1597,544,Debit,24070.36,2019-06-25 09:18:49
1598,728,Debit,22334.63,2019-09-27 10:12:29
1599,21,Credit,701.69,2019-06-21 21:23:26
1600,296,Credit,13828.66,2019-06-28 13:32:13
1601,496,Credit,3829.21,2019-11-09 02:54:34
1602,182,Debit,68504.8,2019-08-24 23:43:42
1603,17,Debit,442.73,2019-10-03 23:06:43
1604,554,Credit,19506.3,2019-03-10 05:46:09
1605,633,Debit,16806.54,2019-07-05 00:02:34
1606,499,Debit,4909.79,2019-06-21 03:27:03
1607,155,Debit,14127.38,2019-10-25 08:16:10
1608,704,Credit,4341.92,2019-04-30 16:11:12
1609,733,Debit,24045.7,2019-09-13 05:35:43
1610,699,Debit,2978.62,2019-10-02 18:38:39
1611,561,Debit,4624.18,2019-10-11 12:25:43
1612,139,Credit,6559.62,2018-11-26 21:20:22
1613,286,Credit,5364.97,2019-02-20 15:38:21
1614,262,Credit,4168.81,2019-08-02 07:42:05
1615,568,Debit,372.06,2019-02-04 09:04:45
1616,392,Credit,448240.4,2019-06-19 05:48:18
1617,459,Debit,8168.31,2019-06-26 10:24:34
1618,573,Debit,4173.11,2019-02-22 06:33:58
1619,254,Credit,2511.78,2019-07-19 07:09:29
1620,30,Credit,317.87,2019-02-11 21:38:53
1621,602,Credit,4749.64,2019-06-03 05:01:26
1622,15,Credit,5152.37,2019-03-31 08:07:06
1623,323,Credit,42506.85,2019-01-18 09:19:46
1624,294,Debit,13835.07,2018-12-15 05:46:18
1625,120,Debit,10055.35,2018-12-24 07:34:59
1626,387,Debit,70124.26,2019-09-19 22:57:28
1627,323,Debit,2739.49,2019-08-26 05:52:14
1628,53,Credit,68869.61,2019-09-19 13:35:56
1629,33,Debit,632.85,2019-03-17 03:59:46
1630,167,Debit,20949.65,2019-08-01 12:03:30
1631,222,Debit,10629.46,2019-04-19 18:16:24
1632,158,Credit,13202.46,2019-04-24 07:16:16
1633,72,Debit,5545.6,2019-10-06 02:39:26
1634,217,Credit,20110.92,2019-10-22 02:36:37
1635,1,Debit,1043.96,2019-05-28 16:33:23
1636,36,Debit,4757.56,2019-08-14 21:39:08
1637,201,Credit,542.03,2019-10-09 12:24:46
1638,658,Credit,72146.29,2019-04-11 02:06:50
1639,625,Credit,2727.41,2019-06-07 09:51:27
1640,533,Debit,20845.27,2019-11-06 19:02:10
1641,318,Debit,1783.7,2019-04-25 06:16:32
1642,107,Credit,3387.81,2019-07-19 07:33:18
1643,438,Credit,96290.13,2019-05-23 17:31:53
1644,42,Credit,1620.8,2019-05-12 14:29:56
1645,514,Credit,13790.95,2018-12-26 20:36:15
1646,248,Debit,2229.19,2019-11-24 03:43:10
1647,683,Debit,4927.06,2019-11-06 08:47:31
1648,675,Debit,256537.8,2019-05-17 08:46:45
1649,214,Credit,8679.34,2019-06-08 04:07:39
1650,536,Debit,30037.08,2019-08-31 06:31:05
1651,489,Debit,1868.26,2018-12-28 06:58:09
1652,365,Debit,15159.89,2019-08-27 19:00:51
1653,747,Credit,20448.78,2019-06-28 18:39:27
1654,94,Credit,49454.98,2019-06-03 19:16:48
1655,171,Credit,8379.46,2019-06-04 22:03:15
1656,744,Credit,16789.15,2019-01-24 23:03:52
1657,591,Debit,10638.64,2019-01-19 19:30:17
1658,354,Debit,21164.04,2019-08-28 04:50:20
1659,748,Credit,367195.41,2019-08-01 16:57:04
1660,691,Debit,8045.39,2019-07-24 15:57:54
1661,712,Debit,3643.09,2019-02-01 14:11:27
1662,5,Debit,5043.76,2019-09-30 11:01:54
1663,726,Debit,11795.53,2019-07-28 16:28:53
1664,492,Credit,6838.91,2019-07-07 13:36:07
1665,185,Credit,2343.74,2019-12-21 21:17:28
1666,303,Debit,53748.25,2019-09-14 06:45:03
1667,656,Credit,1072.46,2019-10-20 22:34:16
1668,61,Debit,98114.77,2019-09-19 19:07:08
1669,184,Credit,83470.64,2019-03-29 00:04:40
1670,38,Debit,46980.84,2019-04-17 21:15:32
1671,300,Credit,11422.65,2019-01-18 20:11:17
1672,674,Debit,55348.71,2019-05-25 05:04:42
1673,501,Debit,23125.99,2019-09-20 04:40:52
1674,327,Debit,2267.34,2019-10-24 08:30:30
1675,357,Debit,16000.62,2019-03-03 08:31:45
1676,512,Debit,2527.48,2019-10-29 06:50:39
1677,406,Debit,96299.21,2019-08-17 10:11:09
1678,734,Credit,96695.41,2019-05-24 22:25:28
1679,644,Credit,3847.47,2019-06-30 01:04:45
1680,11,Credit,2989.85,2019-09-10 15:26:27
1681,680,Credit,13700.49,2019-10-05 13:47:47
1682,523,Debit,56340,2019-09-25 08:25:30
1683,585,Credit,21020.95,2019-12-28 02:17:26
1684,671,Debit,579.41,2019-07-10 22:38:30
1685,692,Debit,20340.61,2019-10-30 19:09:39
1686,711,Debit,13480.64,2019-06-17 18:17:34
1687,594,Debit,6568.5,2019-12-25 00:58:10
1688,445,Credit,78685.94,2019-07-14 07:21:36
1689,669,Credit,15730.38,2019-12-03 04:03:23
1690,219,Debit,92138.43,2019-06-20 09:36:47
1691,310,Debit,2384.48,2019-01-22 11:59:32
1692,466,Debit,13865.58,2019-07-27 11:59:37
1693,445,Credit,961.73,2019-04-02 17:58:31
1694,602,Credit,16126.41,2019-09-29 20:40:02
1695,558,Credit,3666.68,2019-10-25 01:54:34
1696,506,Debit,4132.37,2019-10-10 02:24:11
1697,675,Credit,15044.62,2019-10-11 06:11:05
1698,207,Credit,1756.54,2019-10-01 03:11:14
1699,264,Debit,18966.64,2019-05-08 12:37:11
1700,3,Credit,16820.13,2019-08-20 10:09:10
1701,325,Debit,242.95,2019-05-17 11:22:16
1702,446,Credit,8045.44,2019-09-01 22:43:57
1703,456,Debit,28825.12,2019-09-01 12:14:16
1704,385,Credit,255.78,2019-06-06 11:24:01
1705,617,Debit,18172.91,2019-09-30 16:35:25
1706,451,Debit,2435.88,2019-04-21 08:35:15
1707,368,Credit,456542.44,2019-03-26 22:44:04
1708,734,Debit,1811.36,2019-10-17 23:12:26
1709,214,Credit,1014.92,2019-04-26 02:44:54
1710,264,Debit,52436.54,2019-07-27 13:55:22
1711,543,Debit,9637.55,2019-04-02 02:14:09
1712,579,Debit,2396.87,2019-11-04 09:18:51
1713,575,Credit,3461.73,2019-04-01 06:36:34
1714,484,Debit,1814.65,2019-09-17 03:06:57
1715,311,Credit,4927.64,2019-09-04 13:09:55
1716,709,Debit,3764.2,2019-07-09 21:22:19
1717,297,Debit,16198.79,2019-12-31 05:43:05
1718,20,Debit,45711.65,2019-08-10 18:29:36
1719,549,Credit,1957.64,2019-02-27 23:28:42
1720,747,Debit,2809.45,2019-10-19 05:51:06
1721,716,Credit,151.72,2019-10-26 19:26:45
1722,317,Debit,27475.76,2020-01-04 19:35:29
1723,559,Credit,3433.38,2019-09-05 18:37:48
1724,329,Credit,10954.55,2019-08-16 04:31:25
1725,504,Credit,3805.28,2019-10-01 03:00:28
1726,428,Credit,399.24,2020-01-17 12:05:21
1727,666,Debit,17406.1,2019-03-24 18:10:33
1728,233,Debit,24464.96,2019-06-08 00:27:27
1729,484,Debit,576.73,2019-04-28 10:36:16
1730,160,Debit,82988.51,2019-06-08 11:13:12
1731,536,Debit,1988.12,2019-04-04 00:24:13
1732,337,Credit,3348.58,2019-03-29 14:50:18
1733,482,Credit,1801.48,2019-07-03 11:26:45
1734,692,Credit,81151.3,2020-01-11 08:37:51
1735,53,Credit,14852.48,2019-07-07 20:25:01
1736,433,Debit,4656.09,2019-07-02 07:56:09
1737,20,Credit,4400.61,2019-09-13 13:05:23
1738,272,Credit,2956.8,2020-01-22 22:26:34
1739,264,Credit,3723.99,2019-10-06 13:22:06
1740,724,Credit,2243.48,2019-06-11 11:47:02
1741,497,Credit,334828.7,2019-11-06 03:42:08
1742,360,Debit,37392.21,2020-02-08 06:08:33
1743,69,Debit,2728.76,2019-08-03 00:10:13
1744,279,Credit,2278.79,2019-10-11 00:53:35
1745,205,Credit,1479.31,2020-01-06 06:19:07
1746,737,Credit,1803.93,2019-09-08 20:00:00
1747,589,Credit,10473.26,2019-07-15 17:28:31
1748,152,Credit,143196.84,2020-01-28 02:43:39
1749,291,Credit,53954.03,2019-03-25 21:30:02
1750,175,Debit,3853.38,2019-04-16 21:34:28
1751,225,Credit,1774,2019-12-24 13:35:26
1752,34,Debit,97862.17,2019-11-22 20:13:19
1753,686,Credit,81463.77,2020-03-01 14:51:51
1754,152,Credit,4066.41,2020-02-04 14:17:36
1755,213,Debit,5205.21,2020-01-04 23:34:02
1756,737,Credit,22768.52,2019-06-12 05:38:42
1757,220,Credit,5106.83,2020-01-03 12:10:58
1758,108,Credit,1980.29,2019-04-25 15:43:47
1759,159,Credit,14946.52,2019-06-14 01:26:14
1760,82,Credit,16970.47,2019-11-11 03:00:35
1761,520,Debit,257593.73,2019-11-20 16:57:11
1762,377,Credit,4406.88,2019-06-19 18:47:02
1763,435,Credit,3269.8,2019-07-29 02:56:25
1764,327,Debit,16053.76,2019-03-29 16:18:50
1765,425,Debit,3230.75,2020-03-05 07:23:54
1766,375,Credit,31378.1,2020-02-08 00:37:48
1767,70,Debit,99580.41,2019-10-19 11:20:33
1768,262,Debit,2846.03,2019-12-06 20:54:14
1769,109,Credit,46979.11,2019-08-02 02:14:07
1770,194,Debit,43396.49,2020-03-13 16:04:59
1771,147,Credit,84064.72,2019-04-14 03:11:08
1772,53,Debit,4408.97,2019-06-15 16:18:44
1773,434,Credit,10975.31,2020-03-07 00:03:38
1774,5,Debit,1569.42,2019-05-21 21:22:45
1775,373,Debit,21895.19,2019-08-17 19:07:15
1776,336,Debit,951.8,2019-05-29 20:57:48
1777,661,Credit,20710.16,2019-04-01 19:19:49
1778,104,Debit,24595.15,2019-05-16 00:37:29
1779,178,Debit,3087.73,2019-04-15 03:01:23
1780,333,Credit,3563.57,2019-12-06 17:05:05
1781,654,Credit,661.73,2019-12-05 07:12:26
1782,361,Credit,4687.57,2019-11-17 20:36:02
1783,421,Debit,21402.55,2019-11-10 23:03:29
1784,220,Credit,4191.46,2019-06-29 16:31:50
1785,203,Credit,4214.63,2019-05-21 00:50:38
1786,263,Credit,1679.06,2020-03-08 17:44:50
1787,242,Credit,2800.5,2020-02-03 16:50:13
1788,426,Debit,967.37,2019-10-28 14:08:30
1789,128,Debit,78303.28,2020-01-28 04:35:48
1790,400,Debit,21326.91,2019-10-18 09:47:07
1791,54,Credit,18053.15,2019-07-30 10:19:23
1792,80,Debit,85459.91,2019-10-11 00:55:16
1793,119,Debit,4069.78,2019-09-25 13:26:46
1794,492,Credit,590.77,2020-03-27 13:40:13
1795,205,Credit,18494.85,2020-03-29 02:44:19
1796,595,Credit,146283.8,2019-11-24 00:48:41
1797,447,Credit,1977.94,2019-07-16 03:36:29
1798,660,Credit,4111.59,2020-03-04 05:17:30
1799,652,Credit,3570.78,2019-10-23 03:03:39
1800,95,Credit,10667.28,2019-12-14 10:23:22
1801,414,Credit,3940.36,2020-02-08 10:53:23
1802,362,Credit,71153.71,2020-02-04 07:35:34
1803,189,Debit,2239.81,2019-11-29 15:31:11
1804,383,Credit,17546.35,2020-02-11 04:32:58
1805,536,Debit,16145.48,2019-07-30 06:11:01
1806,455,Debit,2573.15,2019-12-06 15:54:42
1807,33,Credit,1511.36,2019-10-10 15:18:21
1808,345,Debit,16857.53,2020-02-07 14:58:23
1809,258,Debit,4055.94,2019-08-11 21:03:51
1810,327,Credit,65345.16,2019-11-06 08:30:30
1811,393,Credit,583.13,2019-06-21 14:03:08
1812,502,Debit,4689.82,2020-04-12 12:36:59
1813,14,Credit,484245.12,2019-09-14 10:10:36
1814,685,Debit,17857.54,2019-12-12 00:08:27
1815,98,Credit,4854.64,2019-11-26 02:03:04
1816,565,Credit,5412.57,2019-09-04 09:44:27
1817,588,Debit,2614.07,2020-04-13 23:48:54
1818,103,Debit,77651.8,2020-03-26 22:22:23
1819,303,Credit,1942.57,2019-11-19 11:35:08
1820,384,Debit,4641.12,2019-09-26 12:11:45
1821,363,Credit,72453.63,2020-02-26 12:43:41
1822,435,Debit,1410.08,2019-10-13 13:14:34
1823,704,Credit,4642.36,2019-07-19 16:41:13
1824,48,Credit,1915.77,2019-08-25 10:24:12
1825,513,Debit,1739.64,2019-05-11 20:10:49
1826,669,Debit,1985.18,2019-10-12 20:36:42
1827,558,Debit,95530.06,2019-05-23 02:04:52
1828,368,Debit,189794.51,2019-11-05 19:04:34
1829,314,Debit,36040.76,2020-04-13 07:19:49
1830,310,Debit,4086.43,2020-03-01 22:42:23
1831,252,Credit,10520.71,2019-10-31 06:58:06
1832,354,Credit,2095.54,2019-05-31 06:22:11
1833,376,Credit,21887.34,2019-11-12 08:47:28
1834,545,Debit,197049.02,2019-07-15 12:42:54
1835,453,Debit,13550.33,2019-12-29 07:23:17
