order_id,customer_id,order status,payment_method
2190,2126,Delivered,UPI
2191,2937,Delivered,Net Banking
2192,4405,In Transit,Loyalty Points
2193,4773,Canceled,Net Banking
2194,447,Canceled,Net Banking
2195,4121,In Transit,Net Banking
2196,3163,In Transit,Cash on Delivery
2197,3717,Canceled,Cash on Delivery
2198,1208,Canceled,Cash on Delivery
2199,3033,Delivered,Loyalty Points
2200,4801,In Transit,UPI
2201,4941,Canceled,Net Banking
2202,1869,In Transit,UPI
2203,4414,Delivered,UPI
2204,1173,Canceled,Net Banking
2205,39,In Transit,Cash on Delivery
2206,784,In Transit,Cash on Delivery
2207,2495,Canceled,UPI
2208,1794,In Transit,Loyalty Points
2209,3838,In Transit,UPI
2210,639,In Transit,Net Banking
2211,1280,In Transit,Net Banking
2212,4367,In Transit,Net Banking
2213,1068,Delivered,Net Banking
2214,2189,In Transit,UPI
2215,2991,Canceled,UPI
2216,1885,In Transit,Loyalty Points
2217,2376,In Transit,Loyalty Points
2218,1257,Canceled,Cash on Delivery
2219,3328,Delivered,Loyalty Points
2220,117,In Transit,Cash on Delivery
2221,4625,In Transit,Cash on Delivery
2222,660,Canceled,Cash on Delivery
2223,1371,Delivered,Net Banking
2224,840,Canceled,Cash on Delivery
2225,4344,In Transit,Net Banking
2226,3665,In Transit,Net Banking
2227,1435,Canceled,Cash on Delivery
2228,3858,Canceled,Net Banking
2229,4525,Canceled,Loyalty Points
2230,1201,In Transit,UPI
2231,498,Canceled,Loyalty Points
2232,2574,Delivered,UPI
2233,667,Delivered,Net Banking
2234,2101,In Transit,Net Banking
2235,1753,Delivered,UPI
2236,137,Delivered,Net Banking
2237,4859,Canceled,Loyalty Points
2238,1942,Delivered,Net Banking
2239,1592,Canceled,UPI
2240,1328,Canceled,Net Banking
2241,816,Canceled,Cash on Delivery
2242,4297,Delivered,Loyalty Points
2243,470,Delivered,Loyalty Points
2244,3837,Delivered,Loyalty Points
2245,1036,Delivered,Loyalty Points
2246,91,Canceled,Loyalty Points
2247,4078,Canceled,Cash on Delivery
2248,4213,Canceled,Loyalty Points
2249,8,Delivered,Net Banking
2250,3227,Canceled,Loyalty Points
2251,1509,Canceled,Cash on Delivery
2252,1783,In Transit,Cash on Delivery
2253,2418,In Transit,UPI
2254,949,Canceled,Cash on Delivery
2255,3510,Delivered,Cash on Delivery
2256,1275,In Transit,Cash on Delivery
2257,4716,Canceled,Loyalty Points
2258,2277,Canceled,Net Banking
2259,3203,Delivered,Net Banking
2260,2404,Delivered,Net Banking
2261,2686,Delivered,Loyalty Points
2262,757,Canceled,Cash on Delivery
2263,4865,Delivered,Loyalty Points
2264,3541,Canceled,Net Banking
2265,4941,In Transit,UPI
2266,1748,Delivered,Cash on Delivery
2267,1058,Canceled,Cash on Delivery
2268,3885,Delivered,Loyalty Points
2269,4677,In Transit,Cash on Delivery
2270,4333,In Transit,Cash on Delivery
2271,1449,In Transit,Net Banking
2272,2862,In Transit,Loyalty Points
2273,157,Delivered,UPI
2274,1079,Delivered,Cash on Delivery
2275,64,Canceled,Net Banking
2276,4223,Delivered,Loyalty Points
2277,4048,In Transit,UPI
2278,4174,Canceled,UPI
2279,3491,Canceled,Cash on Delivery
2280,1955,In Transit,UPI
2281,2978,Delivered,Net Banking
2282,990,Canceled,Cash on Delivery
2283,1114,Delivered,Loyalty Points
2284,2427,In Transit,Cash on Delivery
2285,531,Canceled,Cash on Delivery
2286,2764,Delivered,Cash on Delivery
2287,3956,Delivered,Loyalty Points
2288,1453,Delivered,Loyalty Points
2289,4353,Canceled,Net Banking
2290,2474,Canceled,UPI
2291,2122,Canceled,Cash on Delivery
2292,4298,Delivered,Net Banking
2293,395,Delivered,UPI
2294,4182,Delivered,Net Banking
2295,1153,Delivered,Cash on Delivery
2296,3883,Canceled,UPI
2297,12,Canceled,UPI
2298,2884,Delivered,Cash on Delivery
2299,730,In Transit,Cash on Delivery
2300,4419,In Transit,UPI
2301,3126,Delivered,Cash on Delivery
2302,3904,Canceled,Cash on Delivery
2303,1145,Canceled,UPI
2304,477,Delivered,Net Banking
2305,3043,Canceled,UPI
2306,1057,Canceled,Loyalty Points
2307,4627,In Transit,UPI
2308,4630,In Transit,Loyalty Points
2309,3986,Canceled,Cash on Delivery
2310,4050,In Transit,UPI
2311,987,Canceled,UPI
2312,1922,In Transit,UPI
2313,3031,Delivered,Cash on Delivery
2314,2836,Delivered,UPI
2315,127,Canceled,Loyalty Points
2316,878,Delivered,Net Banking
2317,1531,In Transit,Net Banking
2318,4269,Canceled,UPI
2319,3506,Delivered,Loyalty Points
2320,4092,Delivered,Cash on Delivery
2321,2617,Canceled,UPI
2322,1595,Delivered,UPI
2323,4564,Canceled,Net Banking
2324,357,Delivered,Net Banking
2325,2759,Delivered,UPI
2326,4823,Canceled,Net Banking
2327,724,In Transit,UPI
2328,4226,Delivered,Loyalty Points
2329,3507,Delivered,Cash on Delivery
2330,3153,Canceled,UPI
2331,3087,In Transit,Loyalty Points
2332,4680,Canceled,Loyalty Points
2333,1997,Canceled,Loyalty Points
2334,3852,In Transit,Loyalty Points
2335,3338,Delivered,UPI
2336,3800,Delivered,UPI
2337,998,Canceled,UPI
2338,3217,Delivered,Net Banking
2339,1050,Delivered,Cash on Delivery
2340,3565,In Transit,Loyalty Points
2341,946,Delivered,Cash on Delivery
2342,1286,Canceled,Loyalty Points
2343,3002,In Transit,Cash on Delivery
2344,3480,Canceled,Net Banking
2345,2963,In Transit,UPI
2346,3018,Delivered,Net Banking
2347,2332,Delivered,Loyalty Points
2348,4577,In Transit,Cash on Delivery
2349,4234,Delivered,Net Banking
2350,582,Canceled,Net Banking
2351,4052,Delivered,Loyalty Points
2352,1193,Delivered,Cash on Delivery
2353,2699,In Transit,UPI
2354,451,In Transit,Loyalty Points
2355,1707,Delivered,UPI
2356,4199,Delivered,UPI
2357,1938,In Transit,UPI
2358,4649,In Transit,Cash on Delivery
2359,4108,In Transit,UPI
2360,2031,Canceled,UPI
2361,252,Delivered,Loyalty Points
2362,1809,Canceled,UPI
2363,4424,In Transit,UPI
2364,1518,In Transit,Loyalty Points
2365,3902,Delivered,Loyalty Points
2366,3294,Delivered,UPI
2367,3565,Delivered,Net Banking
2368,4920,Canceled,Loyalty Points
2369,4492,Delivered,Loyalty Points
2370,807,In Transit,Cash on Delivery
2371,4782,Delivered,Cash on Delivery
2372,3378,Delivered,UPI
2373,3931,Delivered,Net Banking
2374,2654,Delivered,UPI
2375,2903,In Transit,Cash on Delivery
2376,873,Delivered,Net Banking
2377,3388,Canceled,Net Banking
2378,3889,Delivered,Cash on Delivery
2379,3464,In Transit,Net Banking
2380,4750,Canceled,Net Banking
2381,1355,In Transit,Loyalty Points
2382,4324,Canceled,Loyalty Points
2383,4272,In Transit,Cash on Delivery
2384,665,Canceled,Cash on Delivery
2385,3335,Canceled,UPI
2386,4267,Delivered,Cash on Delivery
2387,2252,Canceled,UPI
2388,217,In Transit,Loyalty Points
2389,3917,In Transit,Net Banking
2390,664,Canceled,Cash on Delivery
2391,56,Canceled,Loyalty Points
2392,768,Delivered,Cash on Delivery
2393,1844,Delivered,UPI
2394,4108,In Transit,Cash on Delivery
2395,118,Canceled,Cash on Delivery
2396,3491,Delivered,Net Banking
2397,3340,Canceled,Loyalty Points
2398,2734,In Transit,Net Banking
2399,2281,Canceled,UPI
2400,3776,Delivered,UPI
2401,1919,In Transit,UPI
2402,2038,In Transit,Loyalty Points
2403,4912,Canceled,UPI
2404,1943,Delivered,Loyalty Points
2405,1785,In Transit,Cash on Delivery
2406,338,Canceled,Cash on Delivery
2407,2679,Delivered,UPI
2408,3023,Delivered,UPI
2409,4098,Canceled,Net Banking
2410,1643,In Transit,UPI
2411,2197,In Transit,UPI
2412,1254,In Transit,Cash on Delivery
2413,3041,Delivered,UPI
2414,309,In Transit,Net Banking
2415,1113,Delivered,Cash on Delivery
2416,1198,In Transit,UPI
2417,1878,Canceled,Loyalty Points
2418,1971,In Transit,UPI
2419,4836,In Transit,Net Banking
2420,3107,Canceled,UPI
2421,2846,In Transit,Net Banking
2422,798,In Transit,Cash on Delivery
2423,1051,Canceled,Net Banking
2424,4383,In Transit,UPI
2425,872,Canceled,UPI
2426,3615,Delivered,UPI
2427,3959,Canceled,Loyalty Points
2428,4191,Canceled,Loyalty Points
2429,336,Canceled,Loyalty Points
2430,4305,In Transit,Net Banking
2431,2881,In Transit,Cash on Delivery
2432,3538,In Transit,UPI
2433,4082,Delivered,Loyalty Points
2434,146,In Transit,Net Banking
2435,2888,Canceled,UPI
2436,4075,Canceled,UPI
2437,1170,In Transit,Loyalty Points
2438,3986,Canceled,UPI
2439,1102,Delivered,Cash on Delivery
2440,2217,Delivered,Cash on Delivery
2441,2696,Delivered,Net Banking
2442,85,In Transit,Loyalty Points
2443,1540,Delivered,Loyalty Points
2444,3691,Delivered,Cash on Delivery
2445,3352,In Transit,Cash on Delivery
2446,641,Canceled,Loyalty Points
2447,2509,In Transit,UPI
2448,1436,Delivered,Cash on Delivery
2449,345,In Transit,Loyalty Points
2450,275,Canceled,UPI
2451,739,In Transit,Cash on Delivery
2452,9,In Transit,Net Banking
2453,2646,In Transit,Net Banking
2454,3475,In Transit,Cash on Delivery
2455,536,Canceled,UPI
2456,3869,Canceled,UPI
2457,2566,Canceled,Net Banking
2458,1606,Delivered,Loyalty Points
2459,1717,Canceled,Loyalty Points
2460,2526,Canceled,Net Banking
2461,4355,Delivered,UPI
2462,711,In Transit,Cash on Delivery
2463,3715,Delivered,UPI
2464,857,Delivered,UPI
2465,2291,In Transit,UPI
2466,3843,Canceled,Loyalty Points
2467,2351,Delivered,UPI
2468,2228,Delivered,Net Banking
2469,2052,Delivered,UPI
2470,3645,In Transit,Loyalty Points
2471,1056,In Transit,Loyalty Points
2472,2929,Delivered,UPI
2473,3365,Canceled,UPI
2474,4825,In Transit,UPI
2475,2301,Canceled,Cash on Delivery
2476,1870,Delivered,UPI
2477,3567,Delivered,Loyalty Points
2478,1707,Canceled,Loyalty Points
2479,3782,In Transit,UPI
2480,1412,Delivered,UPI
2481,2684,Canceled,Net Banking
2482,1724,In Transit,Net Banking
2483,4672,Delivered,UPI
2484,4989,In Transit,Net Banking
2485,1904,Delivered,Loyalty Points
2486,2283,Delivered,Net Banking
2487,3866,Delivered,Loyalty Points
2488,1292,Delivered,Loyalty Points
2489,3664,In Transit,Net Banking
2490,2520,Canceled,Net Banking
2491,3840,Canceled,Loyalty Points
2492,1651,Delivered,UPI
2493,3435,Canceled,Loyalty Points
2494,2057,In Transit,UPI
2495,1395,Delivered,Cash on Delivery
2496,579,In Transit,UPI
2497,1393,In Transit,Net Banking
2498,449,Canceled,Cash on Delivery
2499,2402,Canceled,Cash on Delivery
2500,900,Canceled,UPI
2501,3660,In Transit,UPI
2502,3019,Canceled,UPI
2503,4584,Delivered,Cash on Delivery
2504,22,Canceled,Net Banking
2505,1115,Delivered,Loyalty Points
2506,4304,Delivered,UPI
2507,434,In Transit,UPI
2508,481,Canceled,Loyalty Points
2509,45,In Transit,Loyalty Points
2510,513,Canceled,Cash on Delivery
2511,4499,Canceled,UPI
2512,2661,Canceled,Net Banking
2513,3477,In Transit,UPI
2514,2238,Canceled,UPI
2515,788,Delivered,Net Banking
2516,4724,Canceled,UPI
2517,3045,In Transit,UPI
2518,130,Delivered,UPI
2519,4763,Delivered,Loyalty Points
2520,3898,Canceled,Loyalty Points
2521,2098,Canceled,UPI
2522,1302,Canceled,UPI
2523,2173,Canceled,Net Banking
2524,4997,Delivered,Loyalty Points
2525,2145,Delivered,Net Banking
2526,2478,Delivered,Loyalty Points
2527,2264,Delivered,Net Banking
2528,4037,Delivered,Loyalty Points
2529,592,Canceled,UPI
2530,2436,Delivered,Loyalty Points
2531,2139,Delivered,UPI
2532,3052,In Transit,Net Banking
2533,3137,In Transit,UPI
2534,3207,In Transit,Cash on Delivery
2535,4303,Delivered,Net Banking
2536,973,Canceled,UPI
2537,1591,Delivered,Loyalty Points
2538,1447,Delivered,Cash on Delivery
2539,4254,Canceled,Net Banking
2540,1205,In Transit,UPI
2541,4166,Canceled,UPI
2542,1137,Canceled,UPI
2543,3910,Canceled,Net Banking
2544,856,Canceled,UPI
2545,473,Delivered,Loyalty Points
2546,2240,Canceled,Net Banking
2547,1720,Delivered,Cash on Delivery
2548,1037,Delivered,Cash on Delivery
2549,2165,Delivered,Loyalty Points
2550,3181,Canceled,UPI
2551,602,Delivered,UPI
2552,4686,Canceled,UPI
2553,3112,In Transit,Cash on Delivery
2554,2625,Canceled,UPI
2555,3807,Canceled,Loyalty Points
2556,3002,Delivered,Cash on Delivery
2557,4614,In Transit,Cash on Delivery
2558,4006,Canceled,UPI
2559,4117,Canceled,Net Banking
2560,2203,Canceled,Loyalty Points
2561,3542,Canceled,Cash on Delivery
2562,3116,Delivered,Cash on Delivery
2563,465,In Transit,Cash on Delivery
2564,4333,In Transit,Net Banking
2565,2815,Delivered,UPI
2566,4719,In Transit,Loyalty Points
2567,3470,In Transit,UPI
2568,4093,Delivered,Net Banking
2569,130,Delivered,Loyalty Points
2570,3030,In Transit,Cash on Delivery
2571,43,In Transit,Cash on Delivery
2572,1508,In Transit,UPI
2573,1422,In Transit,Net Banking
2574,2299,Canceled,Net Banking
2575,3260,Canceled,UPI
2576,2666,In Transit,Cash on Delivery
2577,1810,Delivered,Loyalty Points
2578,2104,Delivered,Loyalty Points
2579,4366,Canceled,Loyalty Points
2580,1624,In Transit,Net Banking
2581,227,Delivered,Loyalty Points
2582,1678,Delivered,UPI
2583,1774,In Transit,Loyalty Points
2584,1399,Delivered,Loyalty Points
2585,4821,Delivered,Net Banking
2586,999,Delivered,Loyalty Points
2587,3483,Delivered,Cash on Delivery
2588,294,In Transit,Loyalty Points
2589,3183,Delivered,Cash on Delivery
2590,3873,Delivered,Cash on Delivery
2591,1241,In Transit,Net Banking
2592,3189,Canceled,Loyalty Points
2593,1264,Canceled,Loyalty Points
2594,2686,Delivered,Loyalty Points
2595,4065,Canceled,Loyalty Points
2596,2680,Canceled,Cash on Delivery
2597,148,Canceled,Cash on Delivery
2598,1307,Delivered,Net Banking
2599,4939,In Transit,Net Banking
2600,4640,In Transit,Net Banking
2601,3606,Canceled,Cash on Delivery
2602,1650,Canceled,UPI
2603,1579,Delivered,Cash on Delivery
2604,1179,Canceled,UPI
2605,979,Canceled,UPI
2606,2658,In Transit,Loyalty Points
2607,3344,Delivered,UPI
2608,4464,In Transit,Cash on Delivery
2609,4106,Delivered,Loyalty Points
2610,3376,Canceled,Cash on Delivery
2611,1263,In Transit,Loyalty Points
2612,3101,In Transit,Cash on Delivery
2613,587,Canceled,Loyalty Points
2614,1450,In Transit,Cash on Delivery
2615,2895,Canceled,UPI
2616,1250,In Transit,Loyalty Points
2617,4378,In Transit,Net Banking
2618,3784,Delivered,Cash on Delivery
2619,965,In Transit,Net Banking
2620,3304,In Transit,Loyalty Points
2621,643,Delivered,Cash on Delivery
2622,4984,In Transit,Loyalty Points
2623,375,Delivered,Net Banking
2624,3844,In Transit,Loyalty Points
2625,393,Canceled,Net Banking
2626,3590,In Transit,Net Banking
2627,4984,Canceled,Cash on Delivery
2628,910,Canceled,Net Banking
2629,2424,Canceled,Loyalty Points
2630,4549,Delivered,UPI
2631,4096,In Transit,Loyalty Points
2632,3739,Delivered,UPI
2633,336,In Transit,Cash on Delivery
2634,1981,In Transit,Net Banking
2635,10,In Transit,Loyalty Points
2636,3248,In Transit,UPI
2637,2357,In Transit,Cash on Delivery
2638,4971,Canceled,Loyalty Points
2639,1756,Delivered,Loyalty Points
2640,2643,In Transit,Cash on Delivery
2641,4645,Canceled,Net Banking
2642,3932,In Transit,Loyalty Points
2643,3572,Delivered,Cash on Delivery
2644,3048,Delivered,Loyalty Points
2645,2816,Canceled,UPI
2646,2184,Delivered,UPI
2647,121,Canceled,Net Banking
2648,538,In Transit,Cash on Delivery
2649,3784,Canceled,Cash on Delivery
2650,4780,In Transit,Cash on Delivery
2651,2525,Delivered,Loyalty Points
2652,1600,Delivered,UPI
2653,87,In Transit,UPI
2654,4826,Canceled,Cash on Delivery
2655,968,Canceled,Net Banking
2656,365,Delivered,Loyalty Points
2657,1259,In Transit,Cash on Delivery
2658,1511,In Transit,UPI
2659,4524,Canceled,Cash on Delivery
2660,4556,Delivered,UPI
2661,321,In Transit,Net Banking
2662,1393,In Transit,Cash on Delivery
2663,4550,Delivered,Net Banking
2664,3984,Delivered,Loyalty Points
2665,4458,Canceled,Net Banking
2666,3126,Canceled,Loyalty Points
2667,3760,In Transit,Cash on Delivery
2668,3150,Canceled,Cash on Delivery
2669,4255,In Transit,UPI
2670,1630,Delivered,Cash on Delivery
2671,984,Canceled,Loyalty Points
2672,4003,Canceled,Loyalty Points
2673,3058,In Transit,Net Banking
2674,2048,Delivered,UPI
2675,1826,In Transit,UPI
2676,3267,Canceled,Net Banking
2677,166,Delivered,Loyalty Points
2678,4842,In Transit,Loyalty Points
2679,397,Canceled,UPI
2680,2232,Delivered,Net Banking
2681,3907,Canceled,Loyalty Points
2682,1714,Canceled,Net Banking
2683,728,Delivered,Cash on Delivery
2684,4758,Delivered,Cash on Delivery
2685,4463,Canceled,Cash on Delivery
2686,1153,Canceled,Cash on Delivery
2687,1989,Canceled,UPI
2688,4446,In Transit,Loyalty Points
2689,2596,Canceled,Cash on Delivery
2690,2802,Canceled,Cash on Delivery
2691,2674,Canceled,Cash on Delivery
2692,842,Canceled,UPI
2693,3236,In Transit,UPI
2694,3750,In Transit,UPI
2695,2431,Delivered,Loyalty Points
2696,3617,Delivered,UPI
2697,1813,In Transit,Cash on Delivery
2698,3257,In Transit,Net Banking
2699,2096,Delivered,UPI
2700,452,Canceled,Net Banking
2701,4401,Canceled,Net Banking
2702,2774,Delivered,Cash on Delivery
2703,453,In Transit,Net Banking
2704,1204,In Transit,UPI
2705,4770,In Transit,UPI
2706,651,In Transit,Cash on Delivery
2707,1975,Delivered,Cash on Delivery
2708,2180,Delivered,Cash on Delivery
2709,3818,In Transit,Loyalty Points
2710,3422,Canceled,Cash on Delivery
2711,3140,Canceled,Cash on Delivery
2712,4806,Delivered,Cash on Delivery
2713,3767,Delivered,Net Banking
2714,4751,Canceled,Net Banking
2715,4396,In Transit,Net Banking
2716,2812,In Transit,UPI
2717,3914,In Transit,Loyalty Points
2718,2624,Delivered,Cash on Delivery
2719,1601,Delivered,Cash on Delivery
2720,1483,Delivered,Cash on Delivery
2721,1127,Delivered,Cash on Delivery
2722,4316,Canceled,Cash on Delivery
2723,2477,In Transit,UPI
2724,4884,Canceled,Net Banking
2725,201,In Transit,Net Banking
2726,64,In Transit,Net Banking
2727,209,Delivered,UPI
2728,3696,Canceled,UPI
2729,4245,In Transit,Cash on Delivery
2730,453,Canceled,UPI
2731,3060,Delivered,Loyalty Points
2732,4727,Canceled,Loyalty Points
2733,2498,Delivered,Cash on Delivery
2734,589,Canceled,Loyalty Points
2735,211,Delivered,Loyalty Points
2736,3703,Canceled,Net Banking
2737,3526,In Transit,Net Banking
2738,4923,In Transit,UPI
2739,4919,Delivered,Net Banking
2740,4341,In Transit,Net Banking
2741,1816,In Transit,UPI
2742,1734,Canceled,Loyalty Points
2743,2903,Delivered,Cash on Delivery
2744,4428,In Transit,Net Banking
2745,3845,In Transit,UPI
2746,3414,Canceled,Net Banking
2747,872,Canceled,Cash on Delivery
2748,382,Delivered,Net Banking
2749,550,Delivered,Loyalty Points
2750,3896,Canceled,Net Banking
2751,3578,In Transit,UPI
2752,593,In Transit,Loyalty Points
2753,2582,In Transit,Net Banking
2754,3108,Delivered,Loyalty Points
2755,3719,Delivered,UPI
2756,547,Canceled,Cash on Delivery
2757,1117,Canceled,Cash on Delivery
2758,3235,In Transit,Cash on Delivery
2759,1742,Delivered,Net Banking
2760,1039,Canceled,Loyalty Points
2761,4633,Canceled,Cash on Delivery
2762,3147,Delivered,Cash on Delivery
2763,3302,Delivered,UPI
2764,3663,Canceled,UPI
2765,2578,Canceled,Loyalty Points
2766,2913,Canceled,Loyalty Points
2767,4016,Canceled,UPI
2768,1353,Delivered,Cash on Delivery
2769,3063,Canceled,Net Banking
2770,3116,Delivered,UPI
2771,1445,Delivered,UPI
2772,2564,Canceled,Loyalty Points
2773,3881,In Transit,Loyalty Points
2774,2264,In Transit,UPI
2775,908,Delivered,Loyalty Points
2776,4327,Canceled,UPI
2777,51,Canceled,Loyalty Points
2778,710,Delivered,Loyalty Points
2779,4803,Delivered,Net Banking
2780,3562,In Transit,Net Banking
2781,1022,Delivered,Loyalty Points
2782,2268,In Transit,Net Banking
2783,3173,In Transit,UPI
2784,3687,Delivered,Loyalty Points
2785,1189,Delivered,Cash on Delivery
2786,2830,Delivered,UPI
2787,2315,In Transit,Loyalty Points
2788,1205,Delivered,Loyalty Points
2789,1339,Delivered,Loyalty Points
2790,3826,In Transit,Cash on Delivery
2791,4904,In Transit,UPI
2792,4541,Delivered,Cash on Delivery
2793,582,In Transit,UPI
2794,4254,Canceled,UPI
2795,4003,Delivered,Net Banking
2796,1624,Canceled,Cash on Delivery
2797,3643,Delivered,UPI
2798,958,In Transit,Cash on Delivery
2799,4952,Delivered,Loyalty Points
2800,1475,Canceled,Cash on Delivery
2801,23,Canceled,Net Banking
2802,1017,In Transit,UPI
2803,1271,Canceled,UPI
2804,4854,Delivered,Loyalty Points
2805,2637,In Transit,Cash on Delivery
2806,351,Canceled,UPI
2807,530,In Transit,Net Banking
2808,2884,Canceled,UPI
2809,4045,In Transit,Cash on Delivery
2810,657,Canceled,Net Banking
2811,2881,Delivered,Net Banking
2812,1447,In Transit,Cash on Delivery
2813,4282,In Transit,Loyalty Points
2814,4532,In Transit,Loyalty Points
2815,4690,Canceled,Cash on Delivery
2816,2228,In Transit,UPI
2817,2156,Delivered,Cash on Delivery
2818,1800,Canceled,Net Banking
2819,4143,Delivered,Net Banking
2820,1628,Delivered,Net Banking
2821,154,In Transit,UPI
2822,4599,Delivered,UPI
2823,3567,In Transit,UPI
2824,411,In Transit,Loyalty Points
2825,2423,In Transit,Net Banking
2826,224,In Transit,Net Banking
2827,1069,In Transit,Loyalty Points
2828,4261,In Transit,UPI
2829,3206,In Transit,Loyalty Points
2830,1910,Delivered,Net Banking
2831,788,Delivered,Loyalty Points
2832,1610,Delivered,Net Banking
2833,1600,In Transit,UPI
2834,922,In Transit,Loyalty Points
2835,271,Canceled,Loyalty Points
2836,1125,In Transit,Cash on Delivery
2837,680,In Transit,Net Banking
2838,373,Canceled,Loyalty Points
2839,3810,In Transit,Loyalty Points
2840,951,Canceled,Cash on Delivery
2841,824,Delivered,Loyalty Points
2842,1431,Delivered,Cash on Delivery
2843,17,Canceled,UPI
2844,2134,Delivered,UPI
2845,2637,In Transit,Cash on Delivery
2846,2769,Delivered,Cash on Delivery
2847,1313,Delivered,Loyalty Points
2848,2760,Canceled,Net Banking
2849,4058,In Transit,Loyalty Points
2850,4107,Delivered,Cash on Delivery
2851,4457,Delivered,UPI
2852,2155,Delivered,Net Banking
2853,4594,Delivered,Loyalty Points
2854,4357,Canceled,UPI
2855,2170,In Transit,Loyalty Points
2856,4607,Canceled,Net Banking
2857,3076,Canceled,Loyalty Points
2858,2285,Canceled,Loyalty Points
2859,969,In Transit,Loyalty Points
2860,2311,In Transit,UPI
2861,4044,In Transit,UPI
2862,2279,In Transit,UPI
2863,4880,Delivered,Net Banking
2864,3552,Canceled,Cash on Delivery
2865,2115,Delivered,Loyalty Points
2866,906,In Transit,Net Banking
2867,2242,Canceled,Loyalty Points
2868,3888,Canceled,Net Banking
2869,376,Delivered,Net Banking
2870,2036,In Transit,Net Banking
2871,427,Delivered,Net Banking
2872,76,Canceled,Loyalty Points
2873,3767,Delivered,UPI
2874,3697,Delivered,Net Banking
2875,4056,Delivered,Cash on Delivery
2876,3189,Delivered,UPI
2877,4479,Canceled,UPI
2878,3224,Canceled,Net Banking
2879,3741,In Transit,Loyalty Points
2880,3941,Delivered,Net Banking
2881,4592,Canceled,Cash on Delivery
2882,2970,In Transit,Net Banking
2883,3285,Canceled,UPI
2884,3527,Canceled,Net Banking
2885,868,Canceled,Net Banking
2886,1319,Canceled,UPI
2887,4811,Canceled,Cash on Delivery
2888,2318,Delivered,Net Banking
2889,397,In Transit,Net Banking
2890,1569,Delivered,UPI
2891,2333,Delivered,UPI
2892,2967,Canceled,UPI
2893,2317,Delivered,Cash on Delivery
2894,1302,Canceled,UPI
2895,2421,Delivered,UPI
2896,1624,Delivered,Loyalty Points
2897,3053,In Transit,UPI
2898,3660,Delivered,Net Banking
2899,3283,Delivered,Net Banking
2900,803,Delivered,Loyalty Points
2901,1591,Canceled,Net Banking
2902,388,In Transit,Loyalty Points
2903,857,Delivered,Net Banking
2904,3855,Delivered,Cash on Delivery
2905,2069,Delivered,Loyalty Points
2906,65,Canceled,Net Banking
2907,906,Delivered,Cash on Delivery
2908,557,In Transit,Loyalty Points
2909,18,In Transit,Loyalty Points
2910,890,Delivered,Net Banking
2911,1441,Delivered,Cash on Delivery
2912,539,Canceled,Loyalty Points
2913,2104,Canceled,Loyalty Points
2914,2252,In Transit,Cash on Delivery
2915,1664,Delivered,UPI
2916,694,Canceled,Cash on Delivery
2917,733,Canceled,Cash on Delivery
2918,4924,Delivered,Loyalty Points
2919,3405,Delivered,Loyalty Points
2920,1111,Delivered,Net Banking
2921,4104,In Transit,Loyalty Points
2922,879,Delivered,Cash on Delivery
2923,4546,Canceled,Cash on Delivery
2924,319,In Transit,UPI
2925,2412,In Transit,Net Banking
2926,4388,Canceled,Net Banking
2927,2198,Delivered,Net Banking
2928,1293,Delivered,Loyalty Points
2929,748,In Transit,Net Banking
2930,737,Canceled,Loyalty Points
2931,4901,In Transit,Net Banking
2932,2183,Delivered,Loyalty Points
2933,4437,In Transit,UPI
2934,3265,Canceled,Net Banking
2935,3104,In Transit,UPI
2936,239,Delivered,UPI
2937,4842,Canceled,Cash on Delivery
2938,2931,Delivered,UPI
2939,3277,Delivered,Net Banking
2940,2616,Delivered,UPI
2941,1482,In Transit,UPI
2942,3318,In Transit,Cash on Delivery
2943,812,Canceled,Net Banking
2944,312,Canceled,Cash on Delivery
2945,2406,Delivered,UPI
2946,2613,Canceled,Loyalty Points
2947,2541,Canceled,Cash on Delivery
2948,193,Canceled,Loyalty Points
2949,1834,In Transit,UPI
2950,2194,Delivered,Loyalty Points
2951,149,In Transit,Cash on Delivery
2952,2247,In Transit,Net Banking
2953,4024,Delivered,Cash on Delivery
2954,3170,Canceled,Loyalty Points
2955,4295,Delivered,Loyalty Points
2956,2850,Delivered,Loyalty Points
2957,2378,Canceled,UPI
2958,3488,Delivered,Loyalty Points
2959,4032,In Transit,Loyalty Points
2960,3323,In Transit,Net Banking
2961,4029,Delivered,Net Banking
2962,4860,Canceled,Loyalty Points
2963,4718,Canceled,Net Banking
2964,477,Delivered,Loyalty Points
2965,1988,In Transit,Loyalty Points
2966,3022,Delivered,UPI
2967,3073,In Transit,Loyalty Points
2968,624,Delivered,UPI
2969,2307,In Transit,Cash on Delivery
2970,2087,In Transit,Cash on Delivery
2971,460,Canceled,Net Banking
2972,3957,In Transit,Cash on Delivery
2973,1222,In Transit,Net Banking
2974,1342,Delivered,Loyalty Points
2975,4910,Delivered,Net Banking
2976,4652,Delivered,Net Banking
2977,799,In Transit,Net Banking
2978,229,Delivered,Net Banking
2979,2488,In Transit,Cash on Delivery
2980,1529,Delivered,Cash on Delivery
2981,47,In Transit,Loyalty Points
2982,2068,Delivered,Loyalty Points
2983,1735,Canceled,Cash on Delivery
2984,1005,Canceled,UPI
2985,2923,Delivered,Net Banking
2986,3744,Delivered,UPI
2987,4506,In Transit,Net Banking
2988,3092,Canceled,Loyalty Points
2989,893,In Transit,Cash on Delivery
